x,y
0.0,0.2394317636323215
0.5050505050505051,9.79834831173914
1.0101010101010102,3.787462709547083
1.5151515151515151,8.015535528247012
2.5252525252525255,15.20595700738632
3.0303030303030303,15.187891578374847
3.5353535353535355,10.21993845326923
4.040404040404041,17.99467401161761
5.050505050505051,23.02466475601752
5.555555555555556,21.05591981151467
6.0606060606060606,25.327800837028143
6.565656565656566,16.796443273724343
7.070707070707071,18.511790917015453
7.575757575757576,20.802562822850945
8.585858585858587,13.865339569253235
9.090909090909092,24.050712799898943
9.595959595959595,23.924238715812333
10.101010101010102,45.45676083351714
10.606060606060607,29.58637145787067
11.111111111111112,32.039560213003654
11.616161616161618,25.39909579321885
12.12121212121212,27.84985419914108
12.626262626262626,26.468034433734218
13.131313131313131,30.504021821369676
13.636363636363637,27.481367469906843
14.141414141414142,30.16548906444771
14.646464646464649,34.49140773860323
15.151515151515152,35.400684948705845
15.656565656565656,28.67649407977429
16.161616161616163,40.78174360670812
16.666666666666668,45.04823462974194
17.171717171717173,41.22329396178143
17.67676767676768,41.058332239681064
18.181818181818183,33.80797588924077
18.68686868686869,42.95462752980371
19.19191919191919,42.85414687937607
19.6969696969697,47.00615087321918
20.202020202020204,47.02722179267113
20.70707070707071,45.17932256015058
21.212121212121215,53.04652582958682
21.71717171717172,48.86187813656962
22.222222222222225,47.97502577305464
22.72727272727273,46.21428690823345
23.232323232323235,50.45783396945528
23.73737373737374,50.47562122542877
24.747474747474747,57.420671143551274
25.252525252525253,57.25483608863454
25.75757575757576,54.75231991572894
26.262626262626263,56.889894827014
26.767676767676768,57.40446902920638
27.272727272727273,63.04173999446289
27.77777777777778,56.18412759595638
28.282828282828284,59.27558330903091
28.78787878787879,69.00537437283434
29.292929292929298,59.05397144073802
30.303030303030305,59.17113942189884
30.80808080808081,65.7348011269065
31.313131313131315,65.41746993501755
31.81818181818182,58.83873724783861
32.323232323232325,66.78856523822024
32.82828282828283,72.29858506243062
33.83838383838384,70.80961494064483
34.343434343434346,63.24762920311774
34.84848484848485,77.65894428591838
35.35353535353536,73.64330266716735
35.85858585858586,74.90975684005603
36.36363636363637,77.10873867699664
37.87878787878788,83.78800886546641
38.38383838383839,82.14939962048692
38.88888888888889,83.44110639080404
39.3939393939394,85.40953658804317
39.8989898989899,83.61884584654314
40.40404040404041,83.66704363483508
40.909090909090914,81.85699517433734
41.41414141414142,84.01500371386688
41.91919191919192,94.02182297230269
42.42424242424243,83.40675627687702
43.939393939393945,96.33630432026568
44.44444444444445,91.74564369171628
44.949494949494955,100.8117344964844
45.45454545454546,103.54154237812983
45.959595959595966,94.58001818622766
46.46464646464647,99.64077621769484
46.969696969696976,103.39694438620062
47.47474747474748,99.02414555362355
47.979797979797986,90.987154200003
48.48484848484848,103.00942213765236
48.98989898989899,100.74309985007224
49.494949494949495,106.4390670332568
50.0,105.79449326059778
